timestamp,candidate_id,params_hash,split,sr_net,n_obs
2026-07-19T23:06:06+00:00,g2_gen2,b05aa90aeadadfda,train_g2,-0.463875,8882
2026-07-19T23:06:10+00:00,g2_gen2,6591b69290bec53c,train_g2,-0.073995,12320
2026-07-19T23:06:12+00:00,g2_gen2,1e0555ad82e5a5f5,train_g2,0.463123,12354
2026-07-19T23:06:14+00:00,g2_gen2,de06129c493f252f,train_g2,nan,0
2026-07-19T23:06:18+00:00,g2_gen2,de06129c493f252f,train_g2,nan,0
2026-07-19T23:06:20+00:00,g2_gen2,34f578f38b22af69,train_g2,0.480222,12327
2026-07-19T23:06:22+00:00,g2_gen2,d6124c3190385c3c,train_g2,-0.415273,12329
2026-07-19T23:06:25+00:00,g2_gen2,aab65094b77c3de3,train_g2,-0.980789,12309
2026-07-19T23:06:27+00:00,g2_gen3,d66087fd247d75f1,train_g2,0.508972,12299
2026-07-19T23:06:29+00:00,g2_gen3,61893effe180ba40,train_g2,-1.49667,12309
2026-07-19T23:06:32+00:00,g2_gen3,3bc129c581fad876,train_g2,0.601083,12308
2026-07-19T23:06:34+00:00,g2_gen3,e325c7483f26ce74,train_g2,-4.293573,12353
2026-07-19T23:06:36+00:00,g2_gen3,2df2ce125b770a8f,train_g2,-1.11799,12334
2026-07-19T23:06:40+00:00,g2_gen3,3920e7a5bc1edabc,train_g2,-0.651895,12345
2026-07-19T23:06:42+00:00,g2_gen3,168d5fc649c5bbbd,train_g2,0.633633,12328
2026-07-19T23:06:44+00:00,g2_gen3,b676ba71eee67461,train_g2,nan,10
2026-07-19T23:06:47+00:00,g2_gen3,df18059aeda0485e,train_g2,-0.694927,12322
2026-07-19T23:06:49+00:00,g2_gen3,22ff0b5a43b54eab,train_g2,-2.330035,12338
2026-07-19T23:06:51+00:00,g2_gen3,8a0d4c5c15fa00b1,train_g2,0.498621,12297
2026-07-19T23:06:53+00:00,g2_gen3,e7301e0f6b0bd223,train_g2,-1.786192,12358
2026-07-19T23:06:55+00:00,g2_gen3,3bc129c581fad876,train_g2,0.655633,12308
2026-07-19T23:06:57+00:00,g2_gen3,61893effe180ba40,train_g2,-0.382384,12309
2026-07-19T23:06:59+00:00,g2_gen3,ae0f0ff91321f2a2,train_g2,-6.274383,10713
2026-07-19T23:07:02+00:00,g2_gen3,bf5d703d367df6a6,train_g2,0.654408,12320
2026-07-19T23:07:04+00:00,g2_gen3,61893effe180ba40,train_g2,-0.94105,12309
2026-07-19T23:07:06+00:00,g2_gen3,61893effe180ba40,train_g2,0.67997,12309
2026-07-19T23:07:10+00:00,g2_gen3,9e907d2a8c86f49d,train_g2,-8.147172,12350
2026-07-19T23:07:12+00:00,g2_gen3,065ee4ea57c4a3d0,train_g2,0.04336,11964
2026-07-19T23:07:14+00:00,g2_gen3,978dbddef5f9b01f,train_g2,-8.086197,6183
2026-07-19T23:07:18+00:00,g2_gen3,3367175fa11b2816,train_g2,-5.32597,12262
2026-07-19T23:07:20+00:00,g2_gen3,22f1e3119b10cbd9,train_g2,-5.051375,12291
2026-07-19T23:07:23+00:00,g2_gen3,3bc129c581fad876,train_g2,0.601083,12308
2026-07-19T23:07:25+00:00,g2_gen3,5d93d93e9342cbf4,train_g2,nan,0
2026-07-19T23:07:28+00:00,g2_gen3,fec5fdeebf906d8b,train_g2,-1.04512,12324
2026-07-19T23:07:30+00:00,g2_gen3,cf2b2b2163c096be,train_g2,-6.980984,12292
2026-07-19T23:07:34+00:00,g2_gen3,693945300c39c1ed,train_g2,-2.986094,12296
2026-07-19T23:07:36+00:00,g2_gen3,e7301e0f6b0bd223,train_g2,-2.942851,12358
2026-07-19T23:07:40+00:00,g2_gen3,3ede4225219ef7b0,train_g2,-2.328519,6086
2026-07-19T23:07:42+00:00,g2_gen3,4b7e72d80892ec60,train_g2,-1.425552,12342
2026-07-19T23:07:45+00:00,g2_gen3,4367db871aef8c89,train_g2,-4.771533,12087
2026-07-19T23:07:47+00:00,g2_gen3,a5f97972c6e9826c,train_g2,-0.119607,8687
2026-07-19T23:07:49+00:00,g2_gen3,da297b77d18d169e,train_g2,-0.656601,12327
2026-07-19T23:07:52+00:00,g2_gen3,5fccf2d4d992932d,train_g2,-0.234142,12312
2026-07-19T23:07:54+00:00,g2_gen3,168d5fc649c5bbbd,train_g2,-0.457814,12328
2026-07-19T23:07:57+00:00,g2_gen3,61893effe180ba40,train_g2,0.616703,12309
2026-07-19T23:07:59+00:00,g2_gen3,3bc129c581fad876,train_g2,0.628742,12308
2026-07-19T23:08:03+00:00,g2_gen3,c9ff8dab2756715a,train_g2,-4.736287,2143
2026-07-19T23:08:05+00:00,g2_gen3,b639049decf12836,train_g2,-4.912607,12359
2026-07-19T23:08:09+00:00,g2_gen3,7ba4e3e2bf811ff9,train_g2,-4.083296,1552
2026-07-19T23:08:12+00:00,g2_gen3,2a9dbc1491357577,train_g2,-5.288479,8149
2026-07-19T23:08:17+00:00,g2_gen3,9038858168141473,train_g2,-4.066309,12258
2026-07-19T23:08:19+00:00,g2_gen3,dc265e055c38a0fa,train_g2,0.55286,12307
2026-07-19T23:08:21+00:00,g2_gen3,3b6ebfd73e26b39e,train_g2,-0.38428,12339
2026-07-19T23:08:25+00:00,g2_gen3,968c80664fe94863,train_g2,-5.441033,11791
2026-07-19T23:08:27+00:00,g2_gen3,2d316441a10e8f09,train_g2,0.617384,12323
2026-07-19T23:08:29+00:00,g2_gen3,e2cc629bbb92015f,train_g2,-3.024658,1864
2026-07-19T23:08:31+00:00,g2_gen3,929a6b702243d330,train_g2,-0.165167,12354
2026-07-19T23:08:34+00:00,g2_gen3,5d93d93e9342cbf4,train_g2,nan,0
2026-07-19T23:08:36+00:00,g2_gen3,2274be7219048ff3,train_g2,0.408983,11718
2026-07-19T23:08:39+00:00,g2_gen3,6b7ef9a02f97326f,train_g2,-4.019781,12348
2026-07-19T23:08:42+00:00,g2_gen3,0e5569820cc2c670,train_g2,-6.677959,10247
2026-07-19T23:08:45+00:00,g2_gen3,dc265e055c38a0fa,train_g2,0.624708,12307
2026-07-19T23:08:48+00:00,g2_gen3,61893effe180ba40,train_g2,-0.383188,12309
2026-07-19T23:08:50+00:00,g2_gen3,e7301e0f6b0bd223,train_g2,-2.787147,12358
2026-07-19T23:08:52+00:00,g2_gen3,da297b77d18d169e,train_g2,0.549732,12327
2026-07-19T23:08:59+00:00,g2_gen3,25f1f56092349bea,train_g2,-6.161139,12177
2026-07-19T23:09:01+00:00,g2_gen4,61f39496d313dbd5,train_g2,-3.061033,12307
2026-07-19T23:09:05+00:00,g2_gen4,1a77cc92eb1da88f,train_g2,-5.486823,4109
2026-07-19T23:09:07+00:00,g2_gen4,fe4335a35832e33d,train_g2,-2.505007,12277
2026-07-19T23:09:11+00:00,g2_gen4,677e0f09cf103a90,train_g2,-0.024047,11960
2026-07-19T23:09:13+00:00,g2_gen4,f93abe7a88177495,train_g2,-4.069139,12262
2026-07-19T23:09:16+00:00,g2_gen4,385bb8405955a06b,train_g2,-2.892658,12355
2026-07-19T23:09:18+00:00,g2_gen4,9b5b58189fc21d73,train_g2,0.508972,12299
2026-07-19T23:09:21+00:00,g2_gen4,61f39496d313dbd5,train_g2,0.55286,12307
2026-07-19T23:09:25+00:00,g2_gen4,9787b5d965207877,train_g2,0.463949,12309
2026-07-19T23:09:27+00:00,g2_gen4,ac8c44d90829280e,train_g2,0.637322,12327
2026-07-19T23:09:30+00:00,g2_gen4,e8ed66766d75d3e1,train_g2,nan,0
2026-07-19T23:09:33+00:00,g2_gen4,9787b5d965207877,train_g2,-0.079182,12309
